algorithm,episodes,alpha,gamma,epsilon,episode,reward,steps,reached
montecarlo,2000,0.1,0.99,0.1,1293,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1294,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1295,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1296,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1297,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1298,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1299,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1300,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1301,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1302,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1303,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1304,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1305,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1306,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1307,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1308,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1309,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1310,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1311,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1312,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1313,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1314,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1315,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1316,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1317,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1318,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1319,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1320,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1321,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1322,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1323,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1324,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1325,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1326,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1327,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1328,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1329,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1330,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1331,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1332,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1333,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1334,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1335,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1336,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1337,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1338,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1339,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1340,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1341,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1342,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1343,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1344,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1345,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1346,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1347,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1348,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1349,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1350,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1351,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1352,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1353,7.5000,15,1
montecarlo,2000,0.1,0.99,0.1,1354,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1355,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1356,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1357,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1358,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1359,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1360,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1361,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1362,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1363,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1364,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1365,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1366,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1367,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1368,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1369,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1370,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1371,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1372,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1373,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1374,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1375,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1376,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1377,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1378,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1379,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1380,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1381,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1382,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1383,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1384,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1385,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1386,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1387,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1388,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1389,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1390,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1391,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1392,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1393,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1394,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1395,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1396,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1397,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1398,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1399,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1400,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1401,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1402,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1403,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1404,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1405,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1406,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1407,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1408,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1409,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1410,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1411,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1412,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1413,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1414,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1415,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1416,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1417,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1418,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1419,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1420,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1421,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1422,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1423,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1424,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1425,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1426,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1427,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1428,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1429,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1430,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1431,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1432,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1433,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1434,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1435,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1436,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1437,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1438,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1439,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1440,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1441,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1442,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1443,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1444,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1445,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1446,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1447,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1448,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1449,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1450,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1451,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1452,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1453,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1454,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1455,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1456,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1457,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1458,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1459,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1460,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1461,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1462,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1463,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1464,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1465,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1466,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1467,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1468,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1469,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1470,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1471,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1472,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1473,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1474,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1475,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1476,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1477,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1478,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1479,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1480,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1481,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1482,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1483,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1484,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1485,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1486,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1487,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1488,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1489,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1490,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1491,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1492,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1493,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1494,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1495,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1496,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1497,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1498,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1499,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1500,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1501,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1502,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1503,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1504,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1505,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1506,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1507,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1508,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1509,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1510,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1511,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1512,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1513,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1514,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1515,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1516,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1517,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1518,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1519,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1520,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1521,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1522,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1523,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1524,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1525,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1526,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1527,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1528,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1529,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1530,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1531,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1532,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1533,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1534,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1535,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1536,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1537,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1538,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1539,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1540,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1541,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1542,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1543,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1544,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1545,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1546,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1547,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1548,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1549,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1550,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1551,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1552,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1553,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1554,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1555,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1556,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1557,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1558,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1559,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1560,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1561,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1562,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1563,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1564,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1565,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1566,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1567,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1568,6.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1569,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1570,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1571,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1572,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1573,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1574,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1575,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1576,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1577,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1578,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1579,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1580,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1581,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1582,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1583,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1584,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1585,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1586,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1587,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1588,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1589,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1590,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1591,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1592,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1593,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1594,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1595,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1596,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1597,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1598,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1599,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1600,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1601,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1602,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1603,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1604,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1605,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1606,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1607,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1608,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1609,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1610,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1611,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1612,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1613,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1614,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1615,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1616,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1617,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1618,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1619,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1620,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1621,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1622,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1623,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1624,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1625,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1626,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1627,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1628,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1629,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1630,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1631,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1632,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1633,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1634,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1635,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1636,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1637,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1638,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1639,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1640,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1641,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1642,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1643,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1644,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1645,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1646,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1647,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1648,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1649,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1650,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1651,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1652,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1653,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1654,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1655,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1656,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1657,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1658,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1659,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1660,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1661,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1662,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1663,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1664,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1665,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1666,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1667,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1668,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1669,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1670,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1671,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1672,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1673,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1674,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1675,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1676,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1677,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1678,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1679,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1680,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1681,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1682,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1683,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1684,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1685,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1686,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1687,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1688,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1689,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1690,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1691,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1692,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1693,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1694,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1695,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1696,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1697,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1698,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1699,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1700,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1701,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1702,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1703,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1704,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1705,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1706,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1707,8.4000,16,1
montecarlo,2000,0.1,0.99,0.1,1708,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1709,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1710,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1711,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1712,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1713,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1714,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1715,7.9000,11,1
